Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,ZM,24,,teeth,,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,ZW,4,,skin pieces,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,ZW,11,,skin pieces,,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,ZW,12,,teeth,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,ZW,5,,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,13,,feet,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,4,,ivory carvings,,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,2,,leather products (large),,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,1,,skins,,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,2,,skulls,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,1,,tails,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,70,,teeth,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,380,,teeth,,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,50,,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,1,,tusks,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,XX,3,,teeth,,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,ZW,1,,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZM,,15,170,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,18,22,feet,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,3,8,leather products (large),,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,,2,leather products (large),,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,8,3,leather products (large),,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,6,9,leather products (small),,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,2,2,leather products (small),,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,246,256,leather products (small),,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,,2,skins,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,,231,skins,,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,2,59,skin pieces,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,425,,skin pieces,,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,4,6,skulls,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,2,1,tails,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,58,36,teeth,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,47,29,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,1,1,trophies,,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,,70,tusks,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,4,,tusks,,P,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,VN,UG,,500,,teeth,kg,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,YU,ZW,,,1,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,NA,,,1,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZM,,,25,teeth,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZM,,,15,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,4,feet,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,17,skin pieces,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,3,skulls,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,13,trophies,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZA,ZW,,,12,tusks,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZM,ZW,,,3,leather products (small),,T,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZW,XX,,4,,leather products (small),,Q,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZW,XX,,4,,skin pieces,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZW,XX,,12,,teeth,,H,W
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,ZW,ZM,,,26,trophies,,H,W
2016,II,Hirudo medicinalis,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,LV,RU,,44974,,medicine,,,
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,CH,DE,TR,,19160,live,,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,DE,TR,,50,50,live,kg,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,FR,TR,,240,240,live,kg,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,GB,TR,,22,32,live,kg,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,MY,TR,,6.50,3.25,live,kg,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,UA,TR,,,25,live,kg,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,US,DE,TR,600,600,live,,T,W
2016,II,Hirudo verbana,Hirudinoidea,Arhynchobdellida,Hirudinidae,Hirudo,XX,TR,,,14.45,live,kg,T,W
2016,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,US,NI,,,15875.89,meat,kg,T,W
2016,II,Agalychnis moreletii,Amphibia,Anura,Hylidae,Agalychnis,GB,SV,,,69,specimens,,T,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,BR,AR,XX,,1,live,,P,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,BR,US,CW,,2,specimens,ml,S,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,FR,JE,XX,,14,specimens,,S,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,JP,GY,,3,3,live,,T,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,US,GY,,31,31,live,,T,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,US,KY,,17,114,specimens,,S,W
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,US,VC,,2.3,,meat,kg,P,W
2016,II,Phrynosoma blainvillii,Reptilia,Sauria,Iguanidae,Phrynosoma,US,CA,US,35,,specimens,,S,W
2016,II,Phrynosoma coronatum,Reptilia,Sauria,Iguanidae,Phrynosoma,US,CA,MX,12,,specimens,,S,W
2016,II,Inia geoffrensis,Mammalia,Cetacea,Iniidae,Inia,US,BR,,300,,specimens,,S,W
2016,II,Pontoporia blainvillei,Mammalia,Cetacea,Iniidae,Pontoporia,ES,UY,,,129,specimens,,S,W
2016,II,Cheilinus undulatus,Actinopteri,Perciformes,Labridae,Cheilinus,HK,ID,,284,1076,live,,T,W
2016,II,Cheilinus undulatus,Actinopteri,Perciformes,Labridae,Cheilinus,HK,JP,,,2,live,,T,W
2016,II,Cheilinus undulatus,Actinopteri,Perciformes,Labridae,Cheilinus,NL,AU,,3,,live,,Z,W
2016,II,Cheilinus undulatus,Actinopteri,Perciformes,Labridae,Cheilinus,SG,AU,,1,,live,,Z,W
2016,II,Cheilinus undulatus,Actinopteri,Perciformes,Labridae,Cheilinus,US,AU,,2,,live,,E,W
2016,II,Cheilinus undulatus,Actinopteri,Perciformes,Labridae,Cheilinus,US,AU,,2,,live,,T,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,FR,MG,,2,,bones,,T,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,ZA,,2,,bodies,,E,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,JP,TW,,1,,bones,,T,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,KR,CN,,,1,specimens,,E,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,SE,ZA,,116,,specimens,,S,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,US,3,,bones,,Q,W
2016,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,GB,AU,1,,bodies,,T,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DE,NO,,,126,meat,kg,T,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DK,NO,,7,9,bodies,,T,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DK,NO,,126,,meat,kg,T,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DO,US,,,2,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,FJ,US,,,4,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,MV,US,,,2,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,NL,NO,,,1,bodies,,T,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,PE,CR,,18,,fins,,E,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,SN,US,,,2,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,CA,GB,1,,bones,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,DO,US,2,,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,FJ,US,2,,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,LK,US,2,,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,SN,US,2,,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,ZA,US,2,,fins,,Q,W
2016,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,ZA,US,,,2,fins,,Q,W
2016,II,Aniba rosaeodora,,Laurales,Lauraceae,Aniba,BR,FR,BR,,0.05,oil,kg,T,W
2016,II,Aniba rosaeodora,,Laurales,Lauraceae,Aniba,CN,FR,BR,,3.015,oil,kg,T,W
2016,II,Aniba rosaeodora,,Laurales,Lauraceae,Aniba,MX,FR,BR,,0.2,oil,kg,T,W
2016,II,Aniba rosaeodora,,Laurales,Lauraceae,Aniba,NZ,DE,BR,,1,extract,l,T,W
2016,II,Aniba rosaeodora,,Laurales,Lauraceae,Aniba,US,FR,BR,30,,oil,g,T,W
2016,II,Afrormosia spp.,,Fabales,Leguminosae,Afrormosia,MY,CD,CG,127.296,,sawn wood,m3,T,W
2016,II,Afrormosia spp.,,Fabales,Leguminosae,Afrormosia,MY,CD,,114.803,,sawn wood,m3,T,W
2016,II,Caesalpinia echinata,,Fabales,Leguminosae,Caesalpinia,DE,US,BR,,21,wood product,,T,W
2016,II,Caesalpinia echinata,,Fabales,Leguminosae,Caesalpinia,IT,US,BR,,200,wood product,,T,W
2016,II,Caesalpinia echinata,,Fabales,Leguminosae,Caesalpinia,NL,US,BR,,27,wood product,,T,W
2016,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,JP,ES,NI,0.606,,sawn wood,m3,T,W
2016,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,TW,SV,,,15,timber,m3,T,W
2016,II,Dalbergia baronii,,Fabales,Leguminosae,Dalbergia,AR,ES,XX,19,,sawn wood,kg,T,W
2016,II,Dalbergia baronii,,Fabales,Leguminosae,Dalbergia,JP,DE,MG,,1100,carvings,,T,W
2016,II,Dalbergia cochinchinensis,,Fabales,Leguminosae,Dalbergia,CN,LA,,4825.65,,logs,m3,T,W
2016,II,Dalbergia cochinchinensis,,Fabales,Leguminosae,Dalbergia,CN,LA,,12,,logs,g,T,W
2016,II,Dalbergia cochinchinensis,,Fabales,Leguminosae,Dalbergia,CN,VN,LA,400,,logs,m3,T,W
2016,II,Dalbergia cochinchinensis,,Fabales,Leguminosae,Dalbergia,VN,LA,,1194,,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,AR,ES,NI,,0.021,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CA,DE,NI,,1.685,sawn wood,cm3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CL,ES,NI,,0.022,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,CR,NI,122.75,,logs,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,CR,NI,16.8,,roots,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,CR,,61.1,,logs,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,ES,NI,0.008,0.79,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,ES,NI,0.393,,veneer,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,ES,NI,225,,veneer,kg,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,MX,,71.096,,logs,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,NI,,1161.889,,logs,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,NI,,200.925,1327.05,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,PA,,3200.77,,logs,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,PA,,19.75,,logs,m3,T,
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,PA,,100,,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,DE,US,NI,0.047,,veneer,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,EE,NI,US,0.31,,logs,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,ES,NI,,19.563,19.56,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,FR,NI,,20.329,,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,GB,US,NI,,72300,sawn wood,cm3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,GB,US,NI,0.05,,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,GB,US,NI,0.67,,timber,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,HK,ES,NI,0.007,,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,JP,ES,NI,,0.613,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,KR,ES,NI,,0.052,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,NZ,ES,NI,,0.01,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,SE,NI,,,0.03,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,SG,ES,NI,,0.12,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,TR,NI,,,6.55,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,TW,ES,NI,,0.11,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,TW,SV,,,15,timber,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,US,CR,NI,22,,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,US,ES,NI,880000,,sawn wood,cm3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,US,NI,,18,39.22,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,US,NI,,,10.41,sawn wood,m3,T,
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,VN,ES,NI,,0.15,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,VN,SV,,,31.12,sawn wood,m3,T,W
2016,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,VN,TW,XX,14,,logs,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,CL,ES,GT,,0.001,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,CN,GT,,35,,logs,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,CN,GT,,19.9,,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,DE,GT,,33.80,,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,FR,GT,,11.26,,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,GB,US,GT,,9100,sawn wood,cm3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,JP,GT,,6.44,,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,NL,BZ,,8.71,,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,NL,US,GT,,9,sawn wood,m3,T,W
2016,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,US,BZ,,15,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,AE,CD,,,95.23,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,AE,DE,CD,,4.257,sawn wood,cm3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,AE,ES,CD,,8702,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,AE,CD,30.3,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,AE,CG,,31.781,timber,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,13.232,2.35,logs,m3,E,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,903.346,843.29,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,950.154,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CD,,,120.50,timber,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,BE,CM,,6022.15,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CH,DE,CD,,2.625,sawn wood,cm3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CH,FR,CD,,62.532,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CN,CD,CG,361.93,,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CN,CD,,407.899,2033.82,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CN,CG,,1018.817,,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,CN,IT,CM,,1.839,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,DE,CD,,21.963,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,DE,CM,,165.865,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,DE,TR,CD,21161,19698,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,ES,CD,,,56.74,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,ES,CM,,24.38,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,FR,CD,,152.422,,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,FR,CM,,48.558,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IL,DE,CD,,556.86,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IN,CD,,,714.90,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IN,ES,CD,,0.15,veneer,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IN,ES,CD,,7365.03,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IT,CD,,,59.69,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IT,CD,,153.278,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,IT,CD,,,41.42,timber,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,CD,,,164.46,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,CG,,254.609,,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,TW,CD,17.11,,logs,cm3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,TW,CD,6.32,,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,JP,TW,CD,15.5,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KR,CD,,,40.6,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,KR,DE,CD,,5.248,sawn wood,cm3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,MY,CM,,131.182,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PK,CD,,,132.71,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,PT,CD,,620.63,,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,SG,NL,CD,,10.3908,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,SG,NL,CM,,0.438,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TR,AT,CG,2644,2644,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TR,CD,,53.54,82.02,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TR,CD,,262.58,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,TW,CD,,,708.62,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,CD,,327,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,CM,,125,,sawn wood,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,DE,CD,,19.162,sawn wood,cm3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,DE,CD,11257,9937.04,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,ES,CD,,1137.80,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,IT,CD,2,6.329,veneer,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,IT,CG,2,15.520,veneer,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,US,PT,XX,,1483.91,veneer,m2,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,VN,CD,,,859.11,logs,m3,T,W
2016,II,Pericopsis elata,,Fabales,Leguminosae,Pericopsis,VN,CG,,249,,logs,m3,T,W
2016,II,Pterocarpus santalinus,,Fabales,Leguminosae,Pterocarpus,CN,IN,,49070,,logs,kg,T,W
